Timestamp,Type,Strike,Expiration,Bid,Ask,LastPrice,IV,Volume,OpenInterest,InTheMoney,MID,Spread
2025-06-13 14:17:25.963972,CALL,10.0,2025-06-18,9.75,9.85,8.93,4.882816396484374,10.0,4137,True,9.8,0.09999999999999964
2025-06-13 14:17:25.964053,CALL,10.5,2025-06-18,0.0,0.0,9.1,1.0000000000000003e-05,30.0,0,True,0.0,0.0
2025-06-13 14:17:25.964110,CALL,11.0,2025-06-18,8.7,8.85,6.74,4.257817177734374,20.0,176,True,8.774999999999999,0.15000000000000036
2025-06-13 14:17:25.964162,CALL,11.5,2025-06-18,0.0,0.0,11.95,1.0000000000000003e-05,25.0,48,True,0.0,0.0
2025-06-13 14:17:25.964255,CALL,12.0,2025-06-18,7.75,7.9,6.49,3.847656630859375,1.0,2594,True,7.825,0.15000000000000036
2025-06-13 14:17:25.964309,CALL,12.5,2025-06-18,7.25,7.4,5.75,3.60156349609375,1.0,601,True,7.325,0.15000000000000036
2025-06-13 14:17:25.964360,CALL,13.0,2025-06-18,6.7,6.85,7.89,3.2656268359375,4.0,2269,True,6.775,0.14999999999999947
2025-06-13 14:17:25.964413,CALL,13.5,2025-06-18,6.2,6.35,7.07,3.03906490234375,1.0,811,True,6.275,0.14999999999999947
2025-06-13 14:17:25.964463,CALL,14.0,2025-06-18,5.75,5.85,4.75,2.863284091796875,3.0,1735,True,5.8,0.09999999999999964
2025-06-13 14:17:25.964513,CALL,14.5,2025-06-18,5.25,5.35,5.45,2.6445346386718755,17.0,152,True,5.3,0.09999999999999964
2025-06-13 14:17:25.964563,CALL,15.0,2025-06-18,4.8,4.9,4.5,2.5117224707031247,485.0,4844,True,4.85,0.10000000000000053
2025-06-13 14:17:25.964613,CALL,15.5,2025-06-18,4.25,4.35,4.09,2.2226606933593747,372.0,112,True,4.3,0.09999999999999964
2025-06-13 14:17:25.964661,CALL,16.0,2025-06-18,3.75,3.85,3.5,2.0175830810546875,387.0,3750,True,3.8,0.10000000000000009
2025-06-13 14:17:25.964710,CALL,16.5,2025-06-18,3.3,3.4,3.2,1.8808599707031248,85.0,382,True,3.3499999999999996,0.10000000000000009
2025-06-13 14:17:25.964760,CALL,17.0,2025-06-18,2.81,2.88,2.66,1.6679704101562502,836.0,3243,True,2.8449999999999998,0.06999999999999984
2025-06-13 14:17:25.964808,CALL,17.5,2025-06-18,2.36,2.43,2.25,1.5195336523437497,500.0,7614,True,2.395,0.07000000000000028
2025-06-13 14:17:25.964857,CALL,18.0,2025-06-18,1.89,1.95,2.0,1.3300814746093748,2424.0,38564,True,1.92,0.06000000000000005
2025-06-13 14:17:25.964920,CALL,18.5,2025-06-18,1.58,1.64,1.63,1.3085972070312497,3333.0,35616,True,1.6099999999999999,0.05999999999999983
2025-06-13 14:17:25.964972,CALL,19.0,2025-06-18,1.29,1.35,1.3,1.2753942480468747,6500.0,69117,True,1.32,0.06000000000000005
2025-06-13 14:17:25.965022,CALL,19.5,2025-06-18,1.07,1.13,0.98,1.2832067089843748,3646.0,34366,False,1.1,0.05999999999999983
2025-06-13 14:17:25.965071,CALL,20.0,2025-06-18,0.91,1.0,0.95,1.3378939355468746,21607.0,217866,False,0.9550000000000001,0.08999999999999997
2025-06-13 14:17:25.965120,CALL,20.5,2025-06-18,0.78,0.83,0.81,1.359378203125,9051.0,20351,False,0.8049999999999999,0.04999999999999993
2025-06-13 14:17:25.965169,CALL,21.0,2025-06-18,0.68,0.73,0.7,1.41015919921875,7742.0,94601,False,0.7050000000000001,0.04999999999999993
2025-06-13 14:17:25.965215,CALL,21.5,2025-06-18,0.57,0.63,0.59,1.435549697265625,12255.0,52060,False,0.6,0.06000000000000005
2025-06-13 14:17:25.965247,CALL,22.0,2025-06-18,0.53,0.59,0.5,1.5214867675781247,11064.0,81205,False,0.56,0.05999999999999994
2025-06-13 14:17:25.965287,CALL,22.5,2025-06-18,0.49,0.53,0.46,1.5820333398437496,1693.0,23547,False,0.51,0.040000000000000036
2025-06-13 14:17:25.965321,CALL,23.0,2025-06-18,0.42,0.47,0.41,1.611330068359375,4708.0,99200,False,0.44499999999999995,0.04999999999999999
2025-06-13 14:17:25.965354,CALL,23.5,2025-06-18,0.39,0.44,0.37,1.677735986328125,1196.0,14839,False,0.41500000000000004,0.04999999999999999
2025-06-13 14:17:25.965385,CALL,24.0,2025-06-18,0.37,0.42,0.37,1.75000125,4326.0,53012,False,0.395,0.04999999999999999
2025-06-13 14:17:25.965418,CALL,24.5,2025-06-18,0.32,0.37,0.33,1.7695324023437498,1187.0,15716,False,0.345,0.04999999999999999
2025-06-13 14:17:25.965450,CALL,25.0,2025-06-18,0.3,0.35,0.32,1.8281258593749998,22980.0,143025,False,0.32499999999999996,0.04999999999999999
2025-06-13 14:17:25.965490,CALL,26.0,2025-06-18,0.26,0.3,0.28,1.9179691601562503,8556.0,74868,False,0.28,0.03999999999999998
2025-06-13 14:17:25.965523,CALL,27.0,2025-06-18,0.23,0.25,0.24,1.99609376953125,964.0,48935,False,0.24,0.01999999999999999
2025-06-13 14:17:25.965560,CALL,28.0,2025-06-18,0.2,0.23,0.2,2.0859422851562495,5663.0,66965,False,0.21500000000000002,0.03
2025-06-13 14:17:25.965594,CALL,29.0,2025-06-18,0.16,0.21,0.2,2.144535888671875,6852.0,26836,False,0.185,0.04999999999999999
2025-06-13 14:17:25.965626,CALL,30.0,2025-06-18,0.16,0.19,0.16,2.2460981347656244,45347.0,128233,False,0.175,0.03
2025-06-13 14:17:25.965659,CALL,31.0,2025-06-18,0.14,0.18,0.15,2.3203166992187496,4210.0,39896,False,0.16,0.03999999999999998
2025-06-13 14:17:25.965692,CALL,32.0,2025-06-18,0.12,0.16,0.14,2.3671915820312495,633.0,41314,False,0.14,0.04000000000000001
2025-06-13 14:17:25.965725,CALL,33.0,2025-06-18,0.12,0.14,0.13,2.44531638671875,380.0,40054,False,0.13,0.020000000000000018
2025-06-13 14:17:25.965758,CALL,34.0,2025-06-18,0.1,0.14,0.15,2.50781623046875,2350.0,31054,False,0.12000000000000001,0.04000000000000001
2025-06-13 14:17:25.965791,CALL,35.0,2025-06-18,0.1,0.13,0.1,2.58594103515625,6513.0,78803,False,0.115,0.03
2025-06-13 14:17:25.965829,CALL,36.0,2025-06-18,0.08,0.12,0.1,2.6093784765625,1466.0,23488,False,0.1,0.039999999999999994
2025-06-13 14:17:25.965863,CALL,37.0,2025-06-18,0.07,0.11,0.1,2.6562533593750004,2538.0,82746,False,0.09,0.039999999999999994
2025-06-13 14:17:25.965896,CALL,38.0,2025-06-18,0.06,0.11,0.1,2.71094072265625,73.0,16122,False,0.08499999999999999,0.05
2025-06-13 14:17:25.965929,CALL,39.0,2025-06-18,0.06,0.1,0.09,2.7656280859375,46.0,12310,False,0.08,0.04000000000000001
2025-06-13 14:17:25.965962,CALL,40.0,2025-06-18,0.06,0.08,0.06,2.7812530468750003,7304.0,147147,False,0.07,0.020000000000000004
2025-06-13 14:17:25.965995,CALL,42.5,2025-06-18,0.05,0.08,0.08,2.93750265625,147.0,126864,False,0.065,0.03
2025-06-13 14:17:25.966029,CALL,45.0,2025-06-18,0.05,0.06,0.08,3.031252421875,5641.0,77481,False,0.055,0.009999999999999995
2025-06-13 14:17:25.966062,CALL,47.5,2025-06-18,0.03,0.06,0.08,3.0937522656249996,5.0,24030,False,0.045,0.03
2025-06-13 14:17:25.966099,CALL,50.0,2025-06-18,0.02,0.06,0.03,3.1875020312499998,1511.0,134900,False,0.04,0.039999999999999994
2025-06-13 14:17:25.966133,CALL,55.0,2025-06-18,0.02,0.05,0.03,3.3906265234374997,1066.0,134984,False,0.035,0.030000000000000002
2025-06-13 14:17:25.966166,CALL,60.0,2025-06-18,0.01,0.05,0.05,3.56250109375,267.0,69766,False,0.030000000000000002,0.04
2025-06-13 14:17:25.966199,CALL,65.0,2025-06-18,0.01,0.04,0.03,3.6875007812500002,115.0,42622,False,0.025,0.03
2025-06-13 14:17:25.966232,CALL,70.0,2025-06-18,0.01,0.03,0.04,3.7812505468750004,205.0,53775,False,0.02,0.019999999999999997
2025-06-13 14:17:25.966265,CALL,75.0,2025-06-18,0.01,0.03,0.03,3.93750015625,2.0,18712,False,0.02,0.019999999999999997
2025-06-13 14:17:25.966296,CALL,80.0,2025-06-18,0.01,0.03,0.02,4.0937548828125,2.0,26185,False,0.02,0.019999999999999997
2025-06-13 14:17:25.966328,CALL,85.0,2025-06-18,0.01,0.03,0.02,4.2500046875,299.0,19217,False,0.02,0.019999999999999997
2025-06-13 14:17:25.966361,CALL,90.0,2025-06-18,0.01,0.02,0.02,4.2500046875,23.0,10970,False,0.015,0.01
2025-06-13 14:17:25.966398,CALL,95.0,2025-06-18,0.01,0.02,0.01,4.375004531249999,47.0,3453,False,0.015,0.01
2025-06-13 14:17:25.966430,CALL,100.0,2025-06-18,0.0,0.02,0.01,4.375004531249999,1.0,137585,False,0.01,0.02
2025-06-13 14:17:25.966462,CALL,110.0,2025-06-18,0.0,0.02,0.03,4.562504296875,22.0,13077,False,0.01,0.02
2025-06-13 14:17:25.966494,CALL,120.0,2025-06-18,0.0,0.02,0.01,4.7500040624999995,26.0,19987,False,0.01,0.02
2025-06-13 14:17:25.966525,CALL,130.0,2025-06-18,0.0,0.02,0.02,4.875003906249999,25.0,5799,False,0.01,0.02
2025-06-13 14:17:25.966558,CALL,140.0,2025-06-18,0.0,0.02,0.01,5.062503671875,6.0,5272,False,0.01,0.02
2025-06-13 14:17:25.966590,CALL,150.0,2025-06-18,0.0,0.01,0.01,5.000003749999999,98.0,51719,False,0.005,0.01
2025-06-13 14:17:25.966624,CALL,160.0,2025-06-18,0.0,0.06,0.1,5.9062526171875005,1.0,0,False,0.03,0.06
2025-06-13 14:17:25.966662,CALL,170.0,2025-06-18,0.0,0.0,0.01,0.500005,2.0,113,False,0.0,0.0
2025-06-13 14:17:25.966695,CALL,180.0,2025-06-18,0.0,0.02,0.02,5.62500296875,1.0,6892,False,0.01,0.02
2025-06-13 14:17:25.966728,CALL,190.0,2025-06-18,0.0,0.02,0.02,5.7500028125,2.0,214,False,0.01,0.02
2025-06-13 14:17:25.966765,CALL,200.0,2025-06-18,0.0,0.02,0.02,5.812502734375,1.0,2773,False,0.01,0.02
2025-06-13 14:17:25.966978,PUT,10.0,2025-06-18,0.0,0.04,0.02,2.3125042187499996,3.0,0,False,0.02,0.04
2025-06-13 14:17:25.967014,PUT,10.5,2025-06-18,0.0,0.06,0.01,2.281254296875,5.0,3067,False,0.03,0.06
2025-06-13 14:17:25.967049,PUT,11.0,2025-06-18,0.0,0.05,0.02,2.0625048437499998,4.0,0,False,0.025,0.05
2025-06-13 14:17:25.967083,PUT,11.5,2025-06-18,0.0,0.01,0.01,1.5625021874999998,10.0,1767,False,0.005,0.01
2025-06-13 14:17:25.967116,PUT,12.0,2025-06-18,0.0,0.01,0.01,1.4375028125,2.0,21812,False,0.005,0.01
2025-06-13 14:17:25.967149,PUT,12.5,2025-06-18,0.0,0.01,0.01,1.3125034374999998,2.0,1802,False,0.005,0.01
2025-06-13 14:17:25.967182,PUT,13.0,2025-06-18,0.0,0.01,0.01,1.1875040625,1.0,6274,False,0.005,0.01
2025-06-13 14:17:25.967224,PUT,13.5,2025-06-18,0.0,0.01,0.02,1.125004375,50.0,32240,False,0.005,0.01
2025-06-13 14:17:25.967257,PUT,14.0,2025-06-18,0.0,0.02,0.01,1.09375453125,3.0,33360,False,0.01,0.02
2025-06-13 14:17:25.967291,PUT,14.5,2025-06-18,0.0,0.02,0.02,0.9687503125,4.0,15546,False,0.01,0.02
2025-06-13 14:17:25.967323,PUT,15.0,2025-06-18,0.0,0.01,0.01,0.8125018749999999,628.0,42109,False,0.005,0.01
2025-06-13 14:17:25.967355,PUT,15.5,2025-06-18,0.01,0.03,0.02,0.85937640625,7.0,24717,False,0.02,0.019999999999999997
2025-06-13 14:17:25.967388,PUT,16.0,2025-06-18,0.01,0.04,0.02,0.7812521875,1491.0,184772,False,0.025,0.03
2025-06-13 14:17:25.967421,PUT,16.5,2025-06-18,0.02,0.05,0.05,0.710940390625,574.0,131213,False,0.035,0.030000000000000002
2025-06-13 14:17:25.967454,PUT,17.0,2025-06-18,0.04,0.06,0.06,0.6445348046875,2217.0,201347,False,0.05,0.019999999999999997
2025-06-13 14:17:25.967496,PUT,17.5,2025-06-18,0.09,0.13,0.1,0.6523472265625001,2246.0,45382,False,0.11,0.04000000000000001
2025-06-13 14:17:25.967529,PUT,18.0,2025-06-18,0.18,0.22,0.18,0.6425816992187501,2882.0,148801,False,0.2,0.04000000000000001
2025-06-13 14:17:25.967561,PUT,18.5,2025-06-18,0.3,0.35,0.39,0.6171913281250001,10507.0,46327,False,0.32499999999999996,0.04999999999999999
2025-06-13 14:17:25.967594,PUT,19.0,2025-06-18,0.52,0.57,0.58,0.632816171875,6302.0,99733,False,0.5449999999999999,0.04999999999999993
2025-06-13 14:17:25.967627,PUT,19.5,2025-06-18,0.81,0.86,0.84,0.6523472265625001,846.0,38647,True,0.835,0.04999999999999993
2025-06-13 14:17:25.967669,PUT,20.0,2025-06-18,1.12,1.19,1.27,0.6425816992187501,5363.0,116268,True,1.155,0.06999999999999984
2025-06-13 14:17:25.967709,PUT,20.5,2025-06-18,1.46,1.55,1.63,0.5976602734375001,6127.0,44513,True,1.505,0.09000000000000008
2025-06-13 14:17:25.967751,PUT,21.0,2025-06-18,1.92,1.98,2.09,0.6250037500000001,1656.0,59843,True,1.95,0.06000000000000005
2025-06-13 14:17:25.967799,PUT,21.5,2025-06-18,2.27,2.34,1.68,1.0000000000000003e-05,8.0,15570,True,2.3049999999999997,0.06999999999999984
2025-06-13 14:17:25.967840,PUT,22.0,2025-06-18,2.73,2.81,2.83,1.0000000000000003e-05,375.0,51495,True,2.77,0.08000000000000007
2025-06-13 14:17:25.967881,PUT,22.5,2025-06-18,3.15,3.3,4.1,1.0000000000000003e-05,14.0,26382,True,3.2249999999999996,0.1499999999999999
2025-06-13 14:17:25.967922,PUT,23.0,2025-06-18,3.6,3.7,3.8,1.0000000000000003e-05,103.0,62243,True,3.6500000000000004,0.10000000000000009
2025-06-13 14:17:25.967962,PUT,23.5,2025-06-18,4.1,4.25,3.64,1.0000000000000003e-05,10.0,19629,True,4.175,0.15000000000000036
2025-06-13 14:17:25.968002,PUT,24.0,2025-06-18,4.6,4.7,4.7,1.0000000000000003e-05,16.0,15986,True,4.65,0.10000000000000053
2025-06-13 14:17:25.968042,PUT,24.5,2025-06-18,5.05,5.15,4.66,1.0000000000000003e-05,15.0,4188,True,5.1,0.10000000000000053
2025-06-13 14:17:25.968082,PUT,25.0,2025-06-18,5.45,5.55,5.83,1.0000000000000003e-05,89.0,30365,True,5.5,0.09999999999999964
2025-06-13 14:17:25.968123,PUT,26.0,2025-06-18,6.4,6.55,6.01,1.0000000000000003e-05,22.0,26771,True,6.475,0.14999999999999947
2025-06-13 14:17:25.968156,PUT,27.0,2025-06-18,7.4,7.5,7.55,1.0000000000000003e-05,11.0,17050,True,7.45,0.09999999999999964
2025-06-13 14:17:25.968188,PUT,28.0,2025-06-18,8.4,8.55,8.25,1.0000000000000003e-05,7.0,6719,True,8.475000000000001,0.15000000000000036
2025-06-13 14:17:25.968220,PUT,29.0,2025-06-18,9.3,9.45,9.5,1.0000000000000003e-05,29.0,11411,True,9.375,0.14999999999999858
2025-06-13 14:17:25.968253,PUT,30.0,2025-06-18,10.4,10.5,10.7,1.0000000000000003e-05,9.0,10122,True,10.45,0.09999999999999964
2025-06-13 14:17:25.968285,PUT,31.0,2025-06-18,11.35,11.5,12.41,1.0000000000000003e-05,1.0,1257,True,11.425,0.15000000000000036
2025-06-13 14:17:25.968318,PUT,32.0,2025-06-18,12.25,12.4,11.37,1.0000000000000003e-05,12.0,641,True,12.325,0.15000000000000036
2025-06-13 14:17:25.968351,PUT,33.0,2025-06-18,13.25,13.35,15.2,1.0000000000000003e-05,3.0,253,True,13.3,0.09999999999999964
2025-06-13 14:17:25.968390,PUT,34.0,2025-06-18,14.35,14.45,16.2,1.0000000000000003e-05,6.0,462,True,14.399999999999999,0.09999999999999964
2025-06-13 14:17:25.968424,PUT,35.0,2025-06-18,15.25,15.4,14.65,1.0000000000000003e-05,150.0,1043,True,15.325,0.15000000000000036
2025-06-13 14:17:25.968456,PUT,36.0,2025-06-18,16.2,16.35,17.45,1.0000000000000003e-05,5.0,517,True,16.275,0.15000000000000213
2025-06-13 14:17:25.968489,PUT,37.0,2025-06-18,17.2,17.35,19.25,1.0000000000000003e-05,4.0,226,True,17.275,0.15000000000000213
2025-06-13 14:17:25.968522,PUT,38.0,2025-06-18,18.25,18.35,19.22,1.0000000000000003e-05,4.0,57,True,18.3,0.10000000000000142
2025-06-13 14:17:25.968554,PUT,39.0,2025-06-18,19.2,19.35,20.35,1.0000000000000003e-05,166.0,306,True,19.275,0.15000000000000213
2025-06-13 14:17:25.968587,PUT,40.0,2025-06-18,20.3,20.4,19.6,1.0000000000000003e-05,123.0,952,True,20.35,0.09999999999999787
2025-06-13 14:17:25.968620,PUT,42.5,2025-06-18,22.75,22.9,23.78,1.0000000000000003e-05,1.0,184,True,22.825,0.14999999999999858
2025-06-13 14:17:25.968658,PUT,45.0,2025-06-18,25.15,25.3,26.45,1.0000000000000003e-05,1.0,127,True,25.225,0.15000000000000213
2025-06-13 14:17:25.968691,PUT,47.5,2025-06-18,27.65,27.75,27.55,1.0000000000000003e-05,2.0,286,True,27.7,0.10000000000000142
2025-06-13 14:17:25.968726,PUT,50.0,2025-06-18,30.2,30.3,31.32,1.0000000000000003e-05,2.0,291,True,30.25,0.10000000000000142
2025-06-13 14:17:25.968759,PUT,55.0,2025-06-18,35.25,35.35,35.1,1.0000000000000003e-05,1.0,33,True,35.3,0.10000000000000142
2025-06-13 14:17:25.968792,PUT,60.0,2025-06-18,40.2,40.35,39.35,1.0000000000000003e-05,1.0,91,True,40.275000000000006,0.14999999999999858
2025-06-13 14:17:25.968824,PUT,65.0,2025-06-18,45.1,45.25,46.55,1.0000000000000003e-05,2.0,3,True,45.175,0.14999999999999858
